nearest_distance
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
6.91742e-310
