x, y, z, rx, ry, rz, w
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
0.455445,0.0837782,0.670117,0.708552,0.70562,-0.00679441,-0.00297767
