Fx, Fy, Fz, Mx, My, Mz
-2.56774,-1.31935,0.131731,0.206728,-1.93876,-0.291874
-2.59346,-1.33316,0.0718626,0.219374,-1.93908,-0.288725
-2.64447,-1.35399,0.043707,0.248681,-1.97342,-0.283845
-2.73219,-1.50146,-0.00285612,0.354517,-2.03913,-0.343441
-2.76808,-1.35147,-0.077585,0.231238,-2.05839,-0.281495
-2.77424,-1.33655,-0.121494,0.211772,-2.06023,-0.268918
-2.92414,-1.3991,-0.161429,0.243289,-2.17993,-0.29011
-2.94867,-1.40114,-0.169107,0.237245,-2.20198,-0.290099
-2.93254,-1.38523,-0.195147,0.217485,-2.15536,-0.280449
-3.01577,-1.38772,-0.075274,0.211245,-2.23943,-0.27458
-3.14265,-1.30661,-0.084907,0.13519,-2.29844,-0.235563
-3.1139,-1.37124,0.0544474,0.176436,-2.27407,-0.256225
-3.17953,-1.3311,0.0985116,0.1397,-2.31859,-0.230206
-3.13222,-1.36249,0.137162,0.172984,-2.27519,-0.239945
-3.38523,-1.35509,0.0896212,0.177215,-2.43315,-0.225819
-3.27047,-1.34291,0.0340702,0.169344,-2.31609,-0.224715
-3.55963,-1.35495,-0.019959,0.17767,-2.52604,-0.223928
-3.74275,-1.30811,-0.177787,0.130525,-2.62052,-0.206404
-3.85881,-1.3216,-0.254975,0.143617,-2.68133,-0.224819
-4.18629,-1.34326,-0.328038,0.152582,-2.91288,-0.244161
-4.31787,-1.36151,-0.455056,0.160129,-2.96914,-0.275086
-4.39669,-1.35143,-0.512945,0.15023,-3.00956,-0.287897
-4.19212,-1.37878,-0.459067,0.171838,-2.86162,-0.322797
-4.20272,-1.43072,-0.627334,0.19796,-2.81954,-0.34329
-4.43533,-1.44585,-0.529184,0.192194,-3.04643,-0.348373
-4.18386,-1.34851,-0.58214,0.119054,-2.82789,-0.323508
-4.05392,-1.36838,-0.677296,0.153012,-2.69264,-0.350388
-4.2024,-1.1234,-0.639474,0.0816363,-2.83138,-0.284817
-4.08313,-1.07372,-0.939057,0.158115,-2.68352,-0.280865
-4.15748,-0.88068,-1.29458,0.123582,-2.79415,-0.202439
-3.92397,-0.833278,-1.62771,0.189253,-2.68776,-0.178255
-2.95933,-0.765686,-1.55448,0.190174,-2.10039,-0.16926
-2.49739,-0.715909,-1.51053,0.183923,-1.88691,-0.154602
-1.96284,-0.692911,-1.27873,0.184672,-1.62422,-0.149922
-1.62302,-0.706951,-1.193,0.192228,-1.39417,-0.159405
-1.31084,-0.696094,-0.831873,0.169127,-1.26496,-0.162915
-0.933981,-0.976476,0.0406239,0.356473,-1.34975,-0.304761
-1.77502,-0.885568,-0.347577,0.2335,-1.77197,-0.265083
-1.93458,-1.25752,-0.310647,0.503341,-1.90045,-0.394683
-1.8648,-0.908998,-0.176129,0.234584,-1.89308,-0.238326
-2.04676,-0.462901,-0.198514,-0.0996114,-2.009,-0.031181
-1.70023,-0.291515,-0.521798,-0.199138,-1.61083,0.0509391
-1.47044,-0.0349876,-0.641308,-0.336167,-1.36408,0.154589
-1.30784,0.375294,-0.674325,-0.577919,-1.23623,0.318586
-0.656277,0.487295,-0.934382,-0.59351,-0.689045,0.353252
0.936068,2.39399,-1.04204,-1.94612,0.425053,0.990092
2.33648,4.46972,-1.34458,-3.42013,1.4742,1.69202
5.34875,9.54215,-1.52587,-6.65735,3.64258,3.35601
8.27131,14.6311,-1.787,-9.862,5.77214,4.97295
11.4401,18.2443,-3.37447,-12.1573,8.50302,6.05347
14.1854,18.5902,-5.39564,-12.2524,11.356,6.37684
12.7089,15.9068,-4.45992,-10.381,9.80966,5.53654
7.65359,10.4336,-2.98374,-6.64748,5.39773,3.59388
3.31734,3.05061,-2.10184,-1.65976,2.20625,0.898732
-2.87937,-4.02298,-0.0769159,2.87728,-2.71034,-1.80452
-8.24465,-10.671,0.628795,7.09764,-6.4514,-4.40716
-11.2184,-13.6329,1.05868,8.94521,-8.60236,-5.57423
-13.0204,-16.0284,1.82378,10.3726,-9.81632,-6.58135
-9.59442,-10.9956,1.5369,6.87904,-7.03641,-4.43744
-1.84567,-0.377863,0.389616,-0.364737,-1.0924,0.0434441
4.23005,11.0583,-1.96189,-7.91385,3.84647,4.97782
9.06175,18.4755,-3.41613,-12.6116,7.69094,8.07492
10.4599,23.1047,-4.64589,-15.4578,8.83431,10.0354
7.99096,23.6311,-4.02657,-15.5653,6.52399,10.3008
1.22341,21.1752,0.00458162,-13.7482,-0.0981091,9.30183
-5.96213,15.3311,5.81674,-9.77545,-7.44037,6.85947
-11.0259,6.60607,10.2527,-4.02799,-12.4661,3.1369
-14.8204,-2.54331,12.1074,1.92603,-15.578,-0.781594
-16.8291,-11.0131,12.6259,7.36532,-16.6558,-4.42136
-16.0126,-16.6146,10.1309,10.8683,-14.9152,-6.88224
-11.0673,-18.7145,4.03535,12.074,-9.05862,-7.85424
-3.63574,-15.6611,-1.73952,9.91597,-1.5702,-6.60587
3.15525,-9.11766,-6.11989,5.39995,4.89843,-3.77952
8.50272,-0.285258,-8.01863,-0.474456,9.30569,0.072512
10.1956,8.44835,-6.54729,-6.10202,9.45727,3.83783
9.56286,13.8619,-4.01157,-9.53001,7.64699,6.16849
7.18372,19.4179,1.0277,-12.9154,3.59044,8.59774
0.737374,20.2813,7.08417,-13.2313,-3.61818,9.1034
-7.22381,15.5064,12.3996,-9.86802,-11.2608,7.13543
-11.7497,6.90508,16.1179,-4.26175,-15.5395,3.5021
-15.5977,-3.61691,16.3374,2.61072,-17.8724,-0.951017
-17.5085,-10.8866,13.5495,7.24261,-17.5342,-4.08481
-15.8477,-15.2885,7.82233,9.9141,-13.7207,-6.02269
-11.4117,-15.7274,1.74584,10.0487,-8.0954,-6.25728
-5.5006,-12.0199,-3.48446,7.47627,-1.92422,-4.72152
2.87228,-4.48326,-8.08647,2.3612,5.79115,-1.61351
6.93179,2.90075,-7.78643,-2.4817,8.05762,1.52431
11.7214,10.6485,-4.70576,-7.46787,9.6532,4.8162
13.7174,16.3516,-0.153414,-11.0337,8.70853,7.23375
12.9188,18.8496,5.93487,-12.4058,5.3767,8.32143
9.42005,18.1116,13.7682,-11.6715,-0.38707,8.06123
3.38333,14.0101,20.3856,-8.79813,-7.31431,6.43725
-5.77221,4.84828,25.4018,-2.72906,-15.7575,2.68536
-10.4649,-2.01518,24.8018,1.69374,-18.5729,-0.169586
-13.5461,-6.27789,23.052,4.26222,-19.695,-1.98771
-13.8835,-8.10896,21.2393,5.22397,-18.8464,-2.79501
-14.4068,-8.61821,20.0999,5.44013,-18.5621,-3.01106
-14.2309,-7.86337,19.9311,4.96258,-18.3039,-2.75578
-13.5459,-6.27493,20.5359,3.97542,-18.0449,-2.15241
-11.3802,-3.57583,21.7465,2.26555,-17.1259,-1.03272
-7.75265,1.34027,23.0209,-0.914202,-15.3503,1.09519
-5.91943,4.82282,23.6146,-3.20222,-14.4791,2.60479
-2.12361,10.6921,24.0269,-6.99302,-12.2269,5.10154
2.65923,15.6014,23.8446,-10.1065,-9.01577,7.18507
6.50926,18.5873,22.6752,-11.9726,-6.04614,8.47424
11.7563,20.84,19.8066,-13.4324,-1.22347,9.46761
17.4555,22.4008,15.3616,-14.5041,4.69614,10.1655
20.6978,22.7828,9.13354,-14.8576,9.7284,10.3283
21.7828,21.0633,2.22545,-13.7667,13.5217,9.58931
20.1336,17.7329,-4.47743,-11.5933,15.4461,8.15103
15.5616,12.9975,-10.5698,-8.49865,15.0527,6.08332
11.9907,9.77364,-12.6137,-6.37453,13.519,4.6718
5.04161,2.7433,-13.7321,-1.73705,9.2843,1.60993
-2.66003,-4.41086,-10.3658,2.94165,2.55593,-1.48427
-9.02866,-8.99073,-3.78341,5.93257,-4.62081,-3.51242
