Fx, Fy, Fz, Mx, My, Mz
-1.51488,0.474865,0.689545,-0.215897,-0.709586,0.027426
-1.42253,0.618427,0.693753,-0.242654,-0.681861,0.0974228
-1.3784,0.582914,0.814836,-0.254899,-0.728842,0.090634
-1.33579,0.618989,0.801386,-0.268045,-0.718725,0.108484
-1.25374,0.696417,0.899629,-0.286427,-0.738557,0.150468
-1.2545,0.715495,0.95651,-0.282553,-0.766675,0.158558
-1.28169,0.695294,0.946391,-0.266518,-0.766241,0.147573
-1.49139,0.708843,0.904475,-0.274747,-0.800192,0.12258
-1.70444,0.577487,0.798158,-0.239807,-0.816631,0.0413376
-1.78622,0.410861,0.968685,-0.229474,-0.90569,-0.0365982
-1.70964,0.30283,1.09579,-0.229635,-0.93625,-0.0681148
-1.69154,0.240398,1.20331,-0.234085,-0.978397,-0.0902824
-1.63539,0.137288,1.15328,-0.20191,-0.948358,-0.122341
-1.66143,0.0838402,1.25421,-0.209703,-0.98807,-0.149891
-1.63357,0.0874534,1.26223,-0.209219,-0.982196,-0.144378
-1.67632,0.0527495,1.30502,-0.204531,-1.01268,-0.163225
-1.73962,0.0263347,1.3246,-0.200454,-1.03495,-0.183235
-2.01033,0.167781,1.52427,-0.256848,-1.18496,-0.165997
-1.99805,0.576261,1.6639,-0.356749,-1.24511,-0.0043717
-1.94406,0.466347,1.53556,-0.316677,-1.18363,-0.0400792
-2.17817,0.412633,1.79658,-0.348248,-1.34887,-0.0970434
-2.51121,0.0888246,1.50025,-0.215383,-1.32496,-0.271372
-2.81202,0.220332,1.74887,-0.269613,-1.49305,-0.258482
-3.15053,0.195864,2.22391,-0.327677,-1.75707,-0.309321
-3.2366,-0.706886,1.71636,-0.105263,-1.56272,-0.668727
-2.77377,-1.56681,1.32858,0.124342,-1.27205,-0.932588
-2.39542,-1.03468,1.49765,-0.0339153,-1.24435,-0.67189
-2.59674,-1.03644,0.918313,0.0629307,-1.06926,-0.694421
-3.58299,-1.50291,-0.167877,0.290348,-0.884723,-1.00929
-3.67886,-1.96943,-0.363314,0.415172,-0.828318,-1.16177
-2.1184,-2.60507,0.430413,0.504212,-0.690732,-1.12499
-1.83004,-1.9106,0.831887,0.210505,-0.761996,-0.784569
-2.00306,-1.46461,0.762656,0.0316035,-0.787961,-0.636925
-2.04964,-1.15957,0.78867,-0.0922663,-0.831352,-0.48328
-2.22628,-1.04977,0.809957,-0.148107,-0.897973,-0.442767
-2.55502,-1.04955,1.08729,-0.193256,-1.12082,-0.447542
-2.88322,-0.453582,1.51419,-0.404881,-1.41601,-0.19738
-3.36416,-0.554942,1.74283,-0.401719,-1.6638,-0.244289
-3.89648,-0.509601,1.86894,-0.455848,-1.86584,-0.279427
-3.94497,-0.224533,2.22367,-0.606641,-2.00632,-0.204034
-3.83892,-0.145248,2.50463,-0.646744,-2.06811,-0.217877
-3.17498,-0.156839,2.22822,-0.615699,-1.72425,-0.180829
-2.97108,0.163865,2.35866,-0.781075,-1.664,-0.0698395
-3.75416,0.752714,2.51727,-1.01813,-1.90594,0.0754112
-4.93419,0.583608,2.83119,-0.977834,-2.3264,-0.0231973
-5.195,0.566598,3.14953,-1.04266,-2.55503,0.011371
-5.04725,0.632463,3.45895,-1.13763,-2.61636,0.075447
-4.36001,0.532905,3.87573,-1.14962,-2.5447,0.084529
-4.31515,0.609343,5.42122,-1.29089,-3.1112,0.114566
-4.02879,0.523929,4.49835,-1.21381,-2.61057,0.075364
-4.78298,0.799466,4.29769,-1.30293,-2.73647,0.115526
-4.12322,0.543505,3.56068,-1.1939,-2.21077,0.0458409
-3.404,0.238784,2.67689,-1.07097,-1.62071,-0.0345744
-2.67345,-0.160927,2.19975,-0.970877,-1.21191,-0.139383
-0.959657,-0.36447,1.26641,-0.87836,-0.28371,-0.088407
0.342651,-0.352815,1.57931,-0.873397,0.0121891,0.0228511
0.488888,-0.290044,1.00383,-0.844069,0.323263,0.0631768
0.219264,-0.312937,0.968251,-0.640127,0.198583,0.0378462
0.816557,-0.587035,0.80936,-0.513256,0.422573,-0.0351619
0.286167,-0.675854,0.901866,-0.551873,0.291036,-0.116828
-0.103331,-0.51221,1.45812,-0.661833,0.00696533,-0.0731324
0.00420464,-0.512913,1.89693,-0.720394,-0.140693,-0.0643497
0.225623,-0.480975,3.03644,-0.847011,-0.61056,-0.0331252
0.1165,-0.55065,2.79993,-0.763067,-0.561837,-0.0765247
-0.243453,-0.663956,3.21646,-0.726974,-0.79889,-0.151321
-0.284672,-0.731432,3.58687,-0.765903,-0.931294,-0.170644
-0.0416691,-0.829629,3.1992,-0.733772,-0.664984,-0.17978
-0.160864,-0.736705,2.5362,-0.64462,-0.393505,-0.151001
-0.370091,-0.719967,1.54735,-0.589476,0.00144616,-0.165307
-0.492226,-0.686154,1.61304,-0.608494,-0.0463636,-0.164275
-0.451678,-0.794859,2.23745,-0.659931,-0.316688,-0.218422
-0.391653,-0.858691,3.34066,-0.771254,-0.84966,-0.251242
-0.193399,-0.871783,3.79809,-0.847042,-1.11963,-0.245157
-0.264409,-0.997192,3.81498,-0.856827,-1.18675,-0.292292
