Fx, Fy, Fz, Mx, My, Mz
2.97969,-2.22242,1.18067,1.09544,0.816703,-0.347885
1.97526,-2.34379,-0.370804,1.27913,0.844795,-0.560671
0.873571,-2.09006,-1.88615,1.39245,0.862759,-0.62727
0.853477,-1.60767,-2.37896,1.31665,1.05963,-0.423193
1.5336,-1.20213,-2.79271,1.27007,1.3689,-0.122318
1.86433,-0.412775,-3.02174,1.10267,1.47799,0.23389
1.91947,0.0129655,-3.04937,0.98471,1.48224,0.429119
3.16436,0.996544,-2.27021,0.684061,1.52582,1.05636
3.53883,1.87187,-1.55782,0.368006,1.38454,1.41444
3.26593,2.0084,-1.92328,0.479272,1.36732,1.36824
2.5467,1.74526,-2.75229,0.846745,1.35528,1.09017
2.00036,1.2017,-2.75897,1.17815,1.09568,0.744876
2.34549,0.498631,-2.82734,1.41887,1.17858,0.516134
2.40115,0.388034,-2.1925,1.22884,1.0106,0.508142
1.64192,0.48773,-1.76002,0.837757,0.717702,0.529755
0.854754,0.600266,-1.58986,0.382426,0.425046,0.526182
0.0195573,0.762444,-0.94071,0.0460217,-0.160442,0.512465
-0.208195,0.512391,-0.598016,0.0357442,-0.412367,0.409902
-0.931447,0.652366,0.356544,-0.235901,-1.00001,0.368981
-1.94996,0.53042,0.339749,-0.291136,-1.30438,0.215937
-2.77665,0.741066,-0.101974,-0.383717,-1.40795,0.202417
-2.56001,0.689055,-0.612476,-0.313801,-1.14636,0.25752
-2.20432,0.679808,-1.30215,-0.196534,-0.718666,0.294512
-1.91065,0.39541,-1.26085,-0.179005,-0.578306,0.150341
-1.75928,0.325756,-1.07375,-0.22446,-0.534463,0.084811
-1.07519,0.175373,-0.659055,-0.296074,-0.365013,0.0460269
-1.48651,0.267333,-0.274265,-0.42336,-0.666893,0.012729
-1.44445,0.353477,-0.0376363,-0.58431,-0.755775,0.0759395
-1.83556,0.243333,0.0254705,-0.59998,-0.924112,0.0397503
-2.31128,-0.0183132,-0.0522233,-0.48531,-1.0675,-0.0435296
-2.45867,0.212097,0.228981,-0.641933,-1.2561,0.0702068
