x, y, z, ry, ry, rz, w
1.35644,0.887096,0.0998424,1,0,0,0
1.35644,0.887096,0.0998424,1,0,0,0
1.36266,0.902602,0.0978597,1,0,0,0
1.36534,0.909379,0.0969644,1,0,0,0
1.36238,0.900079,0.0956839,1,0,0,0
1.36179,0.899964,0.0959152,1,0,0,0
1.35592,0.891396,0.0962572,1,0,0,0
1.35295,0.887126,0.096495,1,0,0,0
1.34938,0.883963,0.0975972,1,0,0,0
1.34702,0.881631,0.0987196,1,0,0,0
1.3462,0.880255,0.0999539,1,0,0,0
1.3513,0.870607,0.0927485,1,0,0,0
1.35357,0.868929,0.0915566,1,0,0,0
1.36047,0.862131,0.0862009,1,0,0,0
1.3633,0.859274,0.0839834,1,0,0,0
1.36747,0.859503,0.0784368,1,0,0,0
1.36741,0.8596,0.0784889,1,0,0,0
1.36781,0.860217,0.077967,1,0,0,0
1.36717,0.859436,0.0790781,1,0,0,0
1.3666,0.858868,0.080393,1,0,0,0
1.36637,0.85883,0.0808818,1,0,0,0
1.3653,0.856904,0.0816591,1,0,0,0
1.36473,0.856884,0.0835643,1,0,0,0
1.36304,0.856137,0.0879463,1,0,0,0
1.36261,0.856102,0.0885634,1,0,0,0
1.35874,0.851688,0.0899538,1,0,0,0
1.3584,0.851796,0.0902629,1,0,0,0
1.3319,0.854402,0.107362,1,0,0,0
1.31683,0.857537,0.111601,1,0,0,0
1.30235,0.860469,0.116207,1,0,0,0
1.30134,0.861379,0.116684,1,0,0,0
1.29771,0.862851,0.117506,1,0,0,0
1.2968,0.863828,0.118275,1,0,0,0
1.293,0.866174,0.117623,1,0,0,0
1.29152,0.867443,0.116385,1,0,0,0
1.28702,0.867401,0.116367,1,0,0,0
1.2871,0.867366,0.116352,1,0,0,0
1.28433,0.867801,0.115474,1,0,0,0
1.28299,0.868643,0.114313,1,0,0,0
1.28273,0.869155,0.113292,1,0,0,0
1.28281,0.86884,0.113685,1,0,0,0
1.28424,0.872498,0.114897,1,0,0,0
1.28554,0.874143,0.115756,1,0,0,0
1.28755,0.886134,0.118884,1,0,0,0
1.28788,0.88593,0.11912,1,0,0,0
1.27456,0.893818,0.125628,1,0,0,0
1.27012,0.896059,0.132398,1,0,0,0
1.04122,0.393333,0.0687062,0.876814,-0.0778005,-0.35019,0.320175
1.04028,0.393424,0.0696969,0.876814,-0.0778005,-0.35019,0.320175
0.884363,0.423683,0.188128,0.962104,-0.260046,0.0619843,0.0537514
0.807859,0.435871,0.2476,0.964272,-0.253788,0.0523623,0.0550452
0.810179,0.43676,0.247021,0.964272,-0.253788,0.0523623,0.0550452
0.803994,0.427376,0.249329,0.959702,-0.271695,0.0688358,0.0203841
0.807442,0.426867,0.245081,0.959013,-0.274113,0.0678066,0.0236441
0.809121,0.426126,0.244216,0.958452,-0.276526,0.0634777,0.0295776
0.811364,0.426853,0.244047,0.957523,-0.279915,0.0610899,0.0326269
0.812107,0.426817,0.243938,0.957322,-0.280539,0.0625198,0.0303903
0.813572,0.426133,0.244189,0.957426,-0.280368,0.0619736,0.0298141
0.814892,0.426215,0.244144,0.957815,-0.280004,0.0610446,0.0214864
0.816195,0.425628,0.244069,0.957844,-0.279869,0.0599325,0.0248129
0.816827,0.425491,0.243787,0.957633,-0.280766,0.0594004,0.0241241
0.818873,0.425457,0.243342,0.957837,-0.28023,0.0579176,0.0257722
0.823132,0.425465,0.239926,0.957315,-0.281743,0.0575349,0.0293118
0.831134,0.425596,0.23452,0.958504,-0.27697,0.0444157,0.050846
0.834517,0.435449,0.232858,0.9586,-0.274905,0.0391386,0.0631034
