x, y, z, ry, ry, rz, w
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
0.509703,0.224312,0.642241,-0.707107,-0.707107,-3.09086e-08,3.09086e-08
