x, y, z, ry, ry, rz, w
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
0.67933,0.242037,0.514321,0.92242,-0.142483,0.0592713,0.354014
