Fx, Fy, Fz, Mx, My, Mz
-0.982597,-0.201007,0.266845,0.0577041,-0.82979,-0.131
-0.937217,-0.21203,0.259753,0.0646678,-0.796283,-0.132961
-0.917208,-0.21186,0.267015,0.0637364,-0.78654,-0.138218
-0.978042,-0.212296,0.270102,0.0628751,-0.827534,-0.135654
-0.927956,-0.195095,0.241091,0.0540768,-0.784458,-0.12149
-0.943392,-0.21255,0.286677,0.0654352,-0.812296,-0.134552
-0.944149,-0.23918,0.296538,0.0817678,-0.815953,-0.142939
-0.924679,-0.210915,0.266377,0.0626184,-0.790621,-0.13152
-0.957705,-0.18051,0.25492,0.0424835,-0.809861,-0.122881
-0.929428,-0.222039,0.278625,0.0683221,-0.801228,-0.142607
-0.922379,-0.217595,0.242003,0.0668163,-0.781646,-0.136597
-0.910458,-0.227045,0.237591,0.0717816,-0.771188,-0.137415
-0.923175,-0.24371,0.265074,0.0827117,-0.790664,-0.151022
-0.946611,-0.232169,0.26583,0.0723586,-0.805244,-0.148091
-0.914406,-0.196422,0.241461,0.0528802,-0.773977,-0.131212
