x, y, z, ry, ry, rz, w
0.930531,0.388714,0.158604,-0.0147743,-0.0698908,0.0707211,-0.994935
0.930531,0.388714,0.158604,-0.0147743,-0.0698908,0.0707211,-0.994935
0.930891,0.388812,0.158382,-0.0147743,-0.0698908,0.0707211,-0.994935
0.932227,0.390439,0.160175,-0.0162534,-0.0682726,0.0700358,-0.995073
0.933669,0.393216,0.1625,-0.0205131,-0.0679075,0.0720007,-0.994879
0.935756,0.393552,0.163435,-0.0226469,-0.0678529,0.0735361,-0.994724
0.940211,0.393502,0.164428,-0.0314941,-0.0646419,0.0788286,-0.994292
0.944397,0.39168,0.162108,-0.0320691,-0.0675053,0.0813567,-0.993879
0.947656,0.390417,0.162276,-0.0318932,-0.0680771,0.0816078,-0.993825
0.949662,0.388595,0.162202,-0.0334778,-0.073485,0.0810991,-0.993429
0.953755,0.386773,0.16098,-0.0304248,-0.0748009,0.0809893,-0.993438
0.956264,0.385767,0.160196,-0.0301713,-0.0746418,0.0822647,-0.993353
0.956092,0.385531,0.160184,-0.0310506,-0.0747723,0.0824541,-0.993301
0.956725,0.385533,0.159816,-0.0353262,-0.0790126,0.0878112,-0.99237
0.957048,0.385229,0.159612,-0.0423585,-0.08107,0.0916803,-0.991579
0.958108,0.383891,0.159179,-0.0532094,-0.0925528,0.0970058,-0.989542
0.961052,0.380489,0.1563,-0.0580695,-0.0992685,0.0977976,-0.988539
0.960727,0.380562,0.155203,-0.0563658,-0.101739,0.0985859,-0.988308
0.960089,0.380967,0.154882,-0.0563658,-0.101739,0.0985859,-0.988308
0.955707,0.385452,0.154469,-0.0415881,-0.0993587,0.0957988,-0.989556
0.879437,0.362766,0.123552,-0.0335798,-0.0926935,0.0924612,-0.990824
0.950271,0.390481,0.135617,-0.0306183,-0.0843405,0.0869208,-0.992166
0.944112,0.364941,0.134498,-0.0302895,-0.0828596,0.086766,-0.992315
0.942789,0.361746,0.134712,-0.0376508,-0.0759147,0.0856752,-0.992713
0.940824,0.359517,0.135424,-0.0376445,-0.0751194,0.0862272,-0.992726
0.940564,0.358032,0.133887,-0.0408648,-0.0734258,0.0932195,-0.992093
0.941537,0.356895,0.132907,-0.0451943,-0.074727,0.100293,-0.991118
0.941215,0.356691,0.13154,-0.0511033,-0.0798681,0.108634,-0.98955
0.94521,0.356865,0.127808,-0.0546527,-0.082003,0.112994,-0.988697
0.948583,0.355975,0.125459,-0.0694849,-0.0939516,0.121613,-0.985675
0.950581,0.353812,0.126092,-0.30893,-0.141755,0.134751,-0.930758
0.949477,0.344487,0.128517,-0.453336,-0.111026,0.107876,-0.877794
